site;date;observer;dive;start_time;end_time;replicate;start_depth;end_depth;depth;other_depth_information;visibility;direction;current;current_speed;temperature;method;other_method;length;width;height;diameter;census_duration;survey_description
El Arroyo (ISPN);28/09/2011;Solano, Rosario;1;0.465277778;0.495138889;1;;;12;mid-water;12;120;medium;;31.8;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Solano, Rosario;1;0.465277778;0.495138889;2;;;11.1;mid-water;12;120;medium;;30.4;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Solano, Rosario;1;0.465277778;0.495138889;3;;;10.5;mid-water;12;120;medium;;28.7;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Solano, Rosario;2;0.465277778;0.495138889;1;;;10;mid-water;12;120;medium;;30.3;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Solano, Rosario;2;0.465277778;0.495138889;2;;;8.5;mid-water;12;120;medium;;30.3;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Solano, Rosario;2;0.465277778;0.495138889;3;;;11;mid-water;12;120;medium;;31.1;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Torres, Jose Cruz;1;0.465277778;0.495138889;1;;;15.2;near_bottom;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Torres, Jose Cruz;1;0.465277778;0.495138889;2;;;15.9;near_bottom;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Torres, Jose Cruz;1;0.465277778;0.495138889;3;;;15.7;near_bottom;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Torres, Jose Cruz;2;0.465277778;0.495138889;1;;;14.7;mid-water;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Torres, Jose Cruz;2;0.465277778;0.495138889;2;;;15;mid-water;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Torres, Jose Cruz;2;0.465277778;0.495138889;3;;;14.7;mid-water;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Pelayo Camacho, Flaviano;1;0.465277778;0.495138889;1;;;15;mid-water;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Pelayo Camacho, Flaviano;1;0.465277778;0.495138889;2;;;15.9;mid-water;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Pelayo Camacho, Flaviano;1;0.465277778;0.495138889;3;;;15.7;mid-water;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Pelayo Camacho, Flaviano;2;0.465277778;0.495138889;1;;;15;near_bottom;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Pelayo Camacho, Flaviano;2;0.465277778;0.495138889;2;;;15;near_bottom;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Pelayo Camacho, Flaviano;2;0.465277778;0.495138889;3;;;15;near_bottom;11;120;medium;;30;transect;;30;2;2;;43;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;1;;;1;;;5.7;;;120;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;1;;;2;;;5.1;;;150;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;1;;;3;;;19;;;130;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;1;;;4;;;17.7;;;130;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;2;;;1;;;5.7;;;150;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;2;;;2;;;5.4;;;120;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;2;;;3;;;18;;;120;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Garcia, Juan Gabriel;2;;;4;;;19.1;;;120;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Torres, Daniel;3;;;1;;;12;;;150;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Torres, Daniel;3;;;2;;;12;;;150;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Torres, Daniel;3;;;3;;;13.5;;;150;;;;transect;;30;2;2;;0;
El Arroyo (ISPN);28/09/2011;Torres, Daniel;3;;;4;;;13;;;150;;;;transect;;30;2;2;;0;
Tres Rayas;29/09/2011;Torres, Daniel;1;0.461805556;0.493055556;1;;;15;near_bottom;15;120;medium;;30;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Torres, Daniel;1;0.461805556;0.493055556;2;;;15;near_bottom;15;120;medium;;30;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Torres, Daniel;1;0.461805556;0.493055556;3;;;14;near_bottom;15;120;medium;;30;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Torres, Daniel;2;0.461805556;0.493055556;1;;;20;near_bottom;15;120;medium;;30;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Torres, Daniel;2;0.461805556;0.493055556;2;;;20;near_bottom;10;120;medium;;38;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Torres, Daniel;2;0.461805556;0.493055556;3;;;20;near_bottom;10;120;medium;;27;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Delgado, Samuel;1;0.461805556;0.479166667;1;;;15;mid-water;15;120;medium;;30;transect;;30;2;2;;25;
Tres Rayas;29/09/2011;Delgado, Samuel;1;0.461805556;0.479166667;2;;;15;mid-water;15;120;medium;;30;transect;;30;2;2;;25;
Tres Rayas;29/09/2011;Delgado, Samuel;1;0.461805556;0.479166667;3;;;15;mid-water;15;120;medium;;30;transect;;30;2;2;;25;
Tres Rayas;29/09/2011;Delgado, Samuel;2;0.461805556;0.479166667;1;;;20;mid-water;15;120;medium;;30;transect;;30;2;2;;25;
Tres Rayas;29/09/2011;Delgado, Samuel;2;0.461805556;0.479166667;2;;;20;mid-water;10;120;medium;;28;transect;;30;2;2;;25;
Tres Rayas;29/09/2011;Delgado, Samuel;2;0.461805556;0.479166667;3;;;20;mid-water;10;120;medium;;27;transect;;30;2;2;;25;
Tres Rayas;29/09/2011;Solano, Rosario;1;0.482638889;0.513888889;1;;;10.6;mid-water;12;120;medium;;32.2;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Solano, Rosario;1;0.482638889;0.513888889;2;;;10.6;mid-water;12;120;medium;;32.2;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Solano, Rosario;1;0.482638889;0.513888889;3;;;10;mid-water;12;120;medium;;32.2;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Bustamante, Noe;1;0.482638889;0.513888889;1;;;10.6;near_bottom;12;120;medium;;32.2;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Bustamante, Noe;1;0.482638889;0.513888889;2;;;10.6;near_bottom;12;120;medium;;32;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Bustamante, Noe;1;0.482638889;0.513888889;3;;;10;near_bottom;12;120;medium;;32;transect;;30;2;2;;45;
Tres Rayas;29/09/2011;Encinas, Leopoldo;1;0.463888889;0.496527778;1;;;5.9;near_bottom;15;120;low;;30;transect;;30;2;2;;47;
Tres Rayas;29/09/2011;Encinas, Leopoldo;1;0.463888889;0.496527778;2;;;5.6;near_bottom;15;120;low;;30;transect;;30;2;2;;47;
Tres Rayas;29/09/2011;Encinas, Leopoldo;1;0.463888889;0.496527778;3;;;5.6;near_bottom;15;120;low;;30;transect;;30;2;2;;47;
Tres Rayas;29/09/2011;Solano, Rosario;2;;;1;;;5.2;;;120;;;;transect;;30;2;2;;0;
Tres Rayas;29/09/2011;Solano, Rosario;2;;;2;;;5.2;;;120;;;;transect;;30;2;2;;0;
Tres Rayas;29/09/2011;Bustamante, Noe;2;;;1;;;12;;;120;;;;transect;;30;2;2;;0;
Tres Rayas;29/09/2011;Bustamante, Noe;2;;;2;;;12;;;120;;;;transect;;30;2;2;;0;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;;;1;;;19.1;;;120;;;;transect;;30;2;2;;0;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;;;2;;;18.8;;;120;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Torres, Daniel;1;0.368055556;0.394444444;1;;;15;mid-water;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Torres, Daniel;1;0.368055556;0.394444444;2;;;15;mid-water;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Torres, Daniel;1;0.368055556;0.394444444;3;;;15;mid-water;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Torres, Daniel;2;0.368055556;0.394444444;1;;;15;mid-water;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Torres, Daniel;2;0.368055556;0.394444444;2;;;15;mid-water;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Torres, Daniel;2;0.368055556;0.394444444;3;;;15;mid-water;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Torres, Jose Cruz;1;0.371527778;0.399305556;1;;;20.1;near_bottom;15;300;low;;32.6;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Torres, Jose Cruz;1;0.371527778;0.399305556;2;;;19.8;near_bottom;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Torres, Jose Cruz;1;0.371527778;0.399305556;3;;;20;near_bottom;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Torres, Jose Cruz;2;0.371527778;0.399305556;1;;;20.5;near_bottom;15;300;low;;31.3;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Torres, Jose Cruz;2;0.371527778;0.399305556;2;;;19.8;near_bottom;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Torres, Jose Cruz;2;0.371527778;0.399305556;3;;;20.3;near_bottom;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Delgado, Samuel;1;0.368055556;0.394444444;1;;;15;near_bottom;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Delgado, Samuel;1;0.368055556;0.394444444;2;;;15;near_bottom;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Delgado, Samuel;1;0.368055556;0.394444444;3;;;15;near_bottom;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Delgado, Samuel;2;0.368055556;0.394444444;1;;;15;near_bottom;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Delgado, Samuel;2;0.368055556;0.394444444;2;;;15;near_bottom;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Delgado, Samuel;2;0.368055556;0.394444444;3;;;15;near_bottom;15;320;low;;30;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Becerra, Ulises;1;0.371527778;0.402777778;1;;;10;near_bottom;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Becerra, Ulises;1;0.371527778;0.402777778;2;;;11;near_bottom;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Becerra, Ulises;1;0.371527778;0.402777778;3;;;10;near_bottom;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Becerra, Ulises;2;0.371527778;0.402777778;1;;;10;near_bottom;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Becerra, Ulises;2;0.371527778;0.402777778;2;;;12;near_bottom;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Becerra, Ulises;2;0.371527778;0.402777778;3;;;10;near_bottom;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;1;0.371527778;0.402777778;1;;;10;mid-water;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;1;0.371527778;0.402777778;2;;;10;mid-water;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;1;0.371527778;0.402777778;3;;;10;mid-water;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;2;0.371527778;0.402777778;1;;;10;mid-water;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;2;0.371527778;0.402777778;2;;;10;mid-water;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;2;0.371527778;0.402777778;3;;;10;mid-water;20;300;medium;;31;transect;;30;2;2;;45;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;1;0.371527778;0.399305556;1;;;20.5;mid-water;15;300;low;;31.3;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;1;0.371527778;0.399305556;2;;;19.8;mid-water;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;1;0.371527778;0.399305556;3;;;20.3;mid-water;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;0.371527778;0.399305556;1;;;20.1;mid-water;15;300;low;;32.6;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;0.371527778;0.399305556;2;;;19.8;mid-water;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;0.371527778;0.399305556;3;;;20;mid-water;15;300;low;;31;transect;;30;2;2;;40;
El Resumidero;29/09/2011;Encinas, Leopoldo;1;0.370833333;0.397222222;1;;;6;near_bottom;15;330;low;;31;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Encinas, Leopoldo;1;0.370833333;0.397222222;2;;;4.8;near_bottom;15;330;low;;31;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Encinas, Leopoldo;1;0.370833333;0.397222222;3;;;5.3;near_bottom;15;330;low;;31;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Encinas, Leopoldo;2;0.370833333;0.397222222;1;;;5.4;near_bottom;15;330;medium;;31;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Encinas, Leopoldo;2;0.370833333;0.397222222;2;;;4.7;near_bottom;15;330;medium;;31;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Encinas, Leopoldo;2;0.370833333;0.397222222;3;;;4.6;near_bottom;15;330;medium;;31;transect;;30;2;2;;38;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;3;;;1;;;5;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;3;;;2;;;5;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;3;;;3;;;5;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;3;;;4;;;5;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;3;;;1;;;12;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;3;;;2;;;12;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;3;;;3;;;12;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Garcia, Juan Gabriel;3;;;4;;;12;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Solano, Rosario;3;;;1;;;18;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Solano, Rosario;3;;;2;;;18;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Solano, Rosario;3;;;3;;;18.2;;;300;;;;transect;;30;2;2;;0;
El Resumidero;29/09/2011;Solano, Rosario;3;;;4;;;18;;;300;;;;transect;;30;2;2;;0;
El Faro (ISPN);29/09/2011;Delgado, Samuel;1;0.592361111;0.614583333;1;;;5;near_bottom;15;90;low;;30;transect;;30;2;2;;32;
El Faro (ISPN);29/09/2011;Delgado, Samuel;1;0.592361111;0.614583333;2;;;5;near_bottom;15;90;low;;30;transect;;30;2;2;;32;
El Faro (ISPN);29/09/2011;Delgado, Samuel;1;0.592361111;0.614583333;3;;;5;near_bottom;15;90;low;;30;transect;;30;2;2;;32;
El Faro (ISPN);29/09/2011;Solano, Rosario;1;0.597222222;0.625;1;;;10.8;mid-water;12;120;low;;33.8;transect;;30;2;2;;40;
El Faro (ISPN);29/09/2011;Solano, Rosario;1;0.597222222;0.625;2;;;10.7;mid-water;12;120;low;;31.1;transect;;30;2;2;;40;
El Faro (ISPN);29/09/2011;Solano, Rosario;1;0.597222222;0.625;3;;;10.8;mid-water;12;120;low;;31.7;transect;;30;2;2;;40;
El Faro (ISPN);29/09/2011;Bustamante, Noe;1;0.597222222;0.625;1;;;10.8;near_bottom;12;120;low;;33.8;transect;;30;2;2;;40;
El Faro (ISPN);29/09/2011;Bustamante, Noe;1;0.597222222;0.625;2;;;10.7;near_bottom;12;120;low;;31.1;transect;;30;2;2;;40;
El Faro (ISPN);29/09/2011;Bustamante, Noe;1;0.597222222;0.625;3;;;10.8;near_bottom;12;120;low;;31.7;transect;;30;2;2;;40;
El Faro (ISPN);29/09/2011;Becerra, Ulises;1;0.607638889;0.628472222;1;;;18;near_bottom;20;130;low;;30;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Becerra, Ulises;1;0.607638889;0.628472222;2;;;18;near_bottom;20;130;low;;30;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Becerra, Ulises;1;0.607638889;0.628472222;3;;;18;near_bottom;20;130;low;;30;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;1;0.607638889;0.628472222;1;;;18;mid-water;20;130;low;;30;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;1;0.607638889;0.628472222;2;;;18;mid-water;20;130;low;;30;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;1;0.607638889;0.628472222;3;;;18;mid-water;20;130;low;;30;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Torres, Jose Cruz;1;0.607638889;0.628472222;1;;;15.7;mid-water;15;130;low;;32;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Torres, Jose Cruz;1;0.607638889;0.628472222;2;;;15;mid-water;15;130;low;;31;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Torres, Jose Cruz;1;0.607638889;0.628472222;3;;;15;mid-water;15;130;low;;31.7;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Pelayo Camacho, Flaviano;1;0.607638889;0.628472222;1;;;15.7;near_bottom;15;130;low;;32;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Pelayo Camacho, Flaviano;1;0.607638889;0.628472222;2;;;15;near_bottom;15;130;low;;31;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Pelayo Camacho, Flaviano;1;0.607638889;0.628472222;3;;;15;near_bottom;15;130;low;;31.7;transect;;30;2;2;;30;
El Faro (ISPN);29/09/2011;Torres, Daniel;1;0.592361111;0.614583333;1;;;5;mid-water;15;90;low;;30;transect;;30;2;2;;32;
El Faro (ISPN);29/09/2011;Torres, Daniel;1;0.592361111;0.614583333;2;;;5;mid-water;15;90;low;;30;transect;;30;2;2;;32;
El Faro (ISPN);29/09/2011;Torres, Daniel;1;0.592361111;0.614583333;3;;;5;mid-water;15;90;low;;30;transect;;30;2;2;;32;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;;;1;;;12;;;120;;;;transect;;30;2;2;;0;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;;;2;;;12;;;120;;;;transect;;30;2;2;;0;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;;;1;;;18;;;130;;;;transect;;30;2;2;;0;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;;;2;;;18;;;130;;;;transect;;30;2;2;;0;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;;;1;;;5;;;90;;;;transect;;30;2;2;;0;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;;;2;;;5;;;90;;;;transect;;30;2;2;;0;
La Caverna;20/05/2011;Solano, Rosario;1;0.641666667;0.661111111;3;;;18;near_bottom;6;140;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Solano, Rosario;1;0.641666667;0.661111111;1;;;15;near_bottom;4;320;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Solano, Rosario;2;0.641666667;0.661111111;1;;;15;near_bottom;4;140;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Solano, Rosario;2;0.641666667;0.661111111;2;;;15;near_bottom;4;140;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Bustamante, Noe;1;0.641666667;0.661111111;3;;;15;mid-water;6;140;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Bustamante, Noe;1;0.641666667;0.661111111;1;;;15;mid-water;4;320;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Bustamante, Noe;2;0.641666667;0.661111111;1;;;15;mid-water;4;140;medium;;19;transect;;30;2;2;;28;
La Caverna;20/05/2011;Bustamante, Noe;2;0.641666667;0.661111111;2;;;15;mid-water;4;140;medium;;18;transect;;30;2;2;;28;
La Caverna;20/05/2011;Delgado, Samuel;1;0.6375;0.657638889;1;;;18.9;near_bottom;5;110;low;;18;transect;;30;2;2;;29;
La Caverna;20/05/2011;Delgado, Samuel;2;0.6375;0.657638889;1;;;20;mid-water;8;100;low;;18;transect;;30;2;2;;29;
La Caverna;20/05/2011;Delgado, Samuel;2;0.6375;0.657638889;2;;;19;mid-water;8;100;low;;18;transect;;30;2;2;;29;
La Caverna;20/05/2011;Delgado, Samuel;2;0.6375;0.657638889;3;;;19.6;mid-water;8;100;low;;18;transect;;30;2;2;;29;
La Caverna;20/05/2011;Encinas, Leopoldo;1;0.6375;0.699305556;1;;;19.8;mid-water;6;110;low;;18;transect;;30;2;2;;89;
La Caverna;20/05/2011;Encinas, Leopoldo;2;0.6375;0.699305556;1;;;20;near_bottom;8;100;low;;18;transect;;30;2;2;;89;
La Caverna;20/05/2011;Encinas, Leopoldo;2;0.6375;0.699305556;2;;;19;near_bottom;8;100;low;;18;transect;;30;2;2;;89;
La Caverna;20/05/2011;Encinas, Leopoldo;2;0.6375;0.699305556;3;;;19.6;near_bottom;8;90;low;;18;transect;;30;2;2;;89;
