site;date;observer;dive;start_time;end_time;replicate;start_depth;end_depth;depth;other_depth_information;visibility;direction;current;current_speed;temperature;method;other_method;length;width;height;diameter;census_duration;survey_description
Punta Chivato;02/11/2013;G.G. Jose;1;1:42:00;2:30:00;2;;;12.5;near_bottom;8;270;low;;24;transect;;30;2;2;;48;
Punta Chivato;02/11/2013;G.G. Jose;1;1:42:00;2:30:00;3;;;13;near_bottom;8;270;low;;24;transect;;30;2;2;;48;
Punta Chivato;02/11/2013;G.G. Jose;1;1:42:00;2:30:00;4;;;13.7;mid-water;8;270;low;;26;transect;;30;2;2;;48;
Punta Chivato;02/11/2013;G.G. Jose;1;1:42:00;2:30:00;5;;;13;mid-water;8;270;low;;26;transect;;30;2;2;;48;
Punta Chivato;02/11/2013;G.G. Jose;1;1:42:00;2:30:00;6;;;14.5;mid-water;8;270;low;;26;transect;;30;2;2;;48;
Punta Chivato;02/11/2013;Walther, Mariana;1;1:13:00;2:30:00;1;;;18.2;mid-water;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Walther, Mariana;1;1:13:00;2:30:00;2;;;18;mid-water;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Walther, Mariana;1;1:13:00;2:30:00;3;;;18;mid-water;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Walther, Mariana;1;1:13:00;2:30:00;4;;;19.8;near_bottom;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Walther, Mariana;1;1:13:00;2:30:00;5;;;16;near_bottom;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Walther, Mariana;1;1:13:00;2:30:00;6;;;18.5;near_bottom;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Delgado, Samuel;1;1:13:00;2:30:00;1;;;19.5;mid-water;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Delgado, Samuel;1;1:13:00;2:30:00;2;;;20;mid-water;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Delgado, Samuel;1;1:13:00;2:30:00;3;;;20;mid-water;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Delgado, Samuel;1;1:13:00;2:30:00;4;;;20;near_bottom;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Delgado, Samuel;1;1:13:00;2:30:00;5;;;20;near_bottom;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;02/11/2013;Delgado, Samuel;1;1:13:00;2:30:00;6;;;20;near_bottom;15;;low;;24;transect;;30;2;2;;77;
Punta Chivato;03/11/2013;Delgado, Samuel;2;;;1;;;5;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Delgado, Samuel;2;;;2;;;5;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Delgado, Samuel;2;;;3;;;5;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Delgado, Samuel;2;;;4;;;5;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Jarillo, Miguel;2;;;1;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Jarillo, Miguel;2;;;2;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Jarillo, Miguel;2;;;3;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Jarillo, Miguel;2;;;4;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Suarez, Alvin;1;;;1;;;19;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Suarez, Alvin;1;;;2;;;21;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Suarez, Alvin;1;;;3;;;18;near_bottom;;;;;;transect;;30;2;2;;0;
Punta Chivato;03/11/2013;Suarez, Alvin;1;;;4;;;17;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;1;4:00:00;5:00:00;1;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;1;4:00:00;5:00:00;2;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;1;4:00:00;5:00:00;3;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;1;4:00:00;5:00:00;4;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;1;4:00:00;5:00:00;5;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;1;4:00:00;5:00:00;6;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Pelayo, Flaviano;1;4:00:00;5:00:00;1;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Pelayo, Flaviano;1;4:00:00;5:00:00;2;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Pelayo, Flaviano;1;4:00:00;5:00:00;3;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Pelayo, Flaviano;1;4:00:00;5:00:00;4;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Pelayo, Flaviano;1;4:00:00;5:00:00;5;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Pelayo, Flaviano;1;4:00:00;5:00:00;6;;;5;near_bottom;13;30;medium;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Bustamante, Noe;1;4:00:00;5:00:00;1;;;10;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Bustamante, Noe;1;4:00:00;5:00:00;2;;;10;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Bustamante, Noe;1;4:00:00;5:00:00;3;;;10;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Bustamante, Noe;1;4:00:00;5:00:00;4;;;10;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Bustamante, Noe;1;4:00:00;5:00:00;5;;;10;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Bustamante, Noe;1;4:00:00;5:00:00;6;;;10;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Becerra, Ulises;1;4:00:00;5:00:00;1;;;10;mid-water;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Becerra, Ulises;1;4:00:00;5:00:00;2;;;10;mid-water;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Becerra, Ulises;1;4:00:00;5:00:00;3;;;10;mid-water;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Becerra, Ulises;1;4:00:00;5:00:00;4;;;10;mid-water;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Becerra, Ulises;1;4:00:00;5:00:00;5;;;10;mid-water;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Becerra, Ulises;1;4:00:00;5:00:00;6;;;10;mid-water;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Delgado, Samuel;1;4:00:00;5:00:00;1;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Delgado, Samuel;1;4:00:00;5:00:00;2;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Delgado, Samuel;1;4:00:00;5:00:00;3;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Delgado, Samuel;1;4:00:00;5:00:00;4;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Delgado, Samuel;1;4:00:00;5:00:00;5;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Delgado, Samuel;1;4:00:00;5:00:00;6;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Torres, Daniel;1;4:00:00;5:00:00;1;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Torres, Daniel;1;4:00:00;5:00:00;2;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Torres, Daniel;1;4:00:00;5:00:00;3;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Torres, Daniel;1;4:00:00;5:00:00;4;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Torres, Daniel;1;4:00:00;5:00:00;5;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Torres, Daniel;1;4:00:00;5:00:00;6;;;15;near_bottom;8;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Solano, Rosario;1;4:00:00;5:00:00;1;;;20;near_bottom;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Solano, Rosario;1;4:00:00;5:00:00;2;;;20;near_bottom;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Solano, Rosario;1;4:00:00;5:00:00;3;;;20;near_bottom;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Solano, Rosario;1;4:00:00;5:00:00;4;;;20;near_bottom;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Solano, Rosario;1;4:00:00;5:00:00;5;;;20;near_bottom;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Solano, Rosario;1;4:00:00;5:00:00;6;;;20;near_bottom;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Valdez, Daniel;1;4:00:00;5:00:00;1;;;20;mid-water;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Valdez, Daniel;1;4:00:00;5:00:00;2;;;20;mid-water;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Valdez, Daniel;1;4:00:00;5:00:00;3;;;20;mid-water;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Valdez, Daniel;1;4:00:00;5:00:00;4;;;20;mid-water;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Valdez, Daniel;1;4:00:00;5:00:00;5;;;20;mid-water;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Valdez, Daniel;1;4:00:00;5:00:00;6;;;20;mid-water;10;;low;;25;transect;;30;2;2;;60;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;2;;;1;;;5;near_bottom;;30;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;2;;;2;;;5;near_bottom;;30;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;2;;;3;;;5;near_bottom;;30;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Encinas, Leopoldo;2;;;4;;;5;near_bottom;;30;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Delgado, Samuel;2;;;1;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Delgado, Samuel;2;;;2;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Becerra, Ulises;2;;;3;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Becerra, Ulises;2;;;4;;;12;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Lopez, Juan Gabriel;1;;;1;;;18;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Lopez, Juan Gabriel;1;;;2;;;18;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Lopez, Juan Gabriel;1;;;3;;;18;near_bottom;;;;;;transect;;30;2;2;;0;
Sitio Nuevo;03/11/2013;Lopez, Juan Gabriel;1;;;4;;;18;near_bottom;;;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Bustamante, Noe;1;3:40:00;4:20:00;1;;;5;near_bottom;13;330;low;;25;transect;;30;2;2;;40;
La Bufadora;03/11/2013;Bustamante, Noe;1;3:40:00;4:20:00;2;;;5;near_bottom;13;330;low;;25;transect;;30;2;2;;40;
La Bufadora;03/11/2013;Bustamante, Noe;1;3:40:00;4:20:00;3;;;5;near_bottom;13;330;low;;25;transect;;30;2;2;;40;
La Bufadora;03/11/2013;Bustamante, Noe;1;3:40:00;4:20:00;4;;;5;near_bottom;13;330;low;;25;transect;;30;2;2;;40;
La Bufadora;03/11/2013;Bustamante, Noe;1;3:40:00;4:20:00;5;;;5;near_bottom;13;330;low;;25;transect;;30;2;2;;40;
La Bufadora;03/11/2013;Bustamante, Noe;1;3:40:00;4:20:00;6;;;5;near_bottom;13;330;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Lopez, Juan Gabriel;1;3:40:00;4:20:00;1;;;10;near_bottom;13;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Lopez, Juan Gabriel;1;3:40:00;4:20:00;2;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Lopez, Juan Gabriel;1;3:40:00;4:20:00;3;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Lopez, Juan Gabriel;1;3:40:00;4:20:00;4;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Lopez, Juan Gabriel;1;3:40:00;4:20:00;5;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Lopez, Juan Gabriel;1;3:40:00;4:20:00;6;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Ucan, Victor Manuel;1;3:40:00;4:20:00;1;;;10;near_bottom;13;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Ucan, Victor Manuel;1;3:40:00;4:20:00;2;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Ucan, Victor Manuel;1;3:40:00;4:20:00;3;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Ucan, Victor Manuel;1;3:40:00;4:20:00;4;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Ucan, Victor Manuel;1;3:40:00;4:20:00;5;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Ucan, Victor Manuel;1;3:40:00;4:20:00;6;;;10;near_bottom;14;0;medium;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Becerra, Ulises;1;3:40:00;4:20:00;1;;;15;near_bottom;12;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Becerra, Ulises;1;3:40:00;4:20:00;2;;;15;near_bottom;12;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Becerra, Ulises;1;3:40:00;4:20:00;3;;;15;near_bottom;12;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Becerra, Ulises;1;3:40:00;4:20:00;4;;;15;near_bottom;12;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Becerra, Ulises;1;3:40:00;4:20:00;5;;;15;near_bottom;12;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Becerra, Ulises;1;3:40:00;4:20:00;6;;;16;near_bottom;12;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Gonzalez, Marco Antonio;1;3:40:00;4:20:00;1;;;14;mid-water;15;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Gonzalez, Marco Antonio;1;3:40:00;4:20:00;2;;;14;mid-water;15;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Gonzalez, Marco Antonio;1;3:40:00;4:20:00;3;;;14;mid-water;15;0;low;;24;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Encinas, Leopoldo;1;3:40:00;4:20:00;1;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Encinas, Leopoldo;1;3:40:00;4:20:00;2;;;18;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Encinas, Leopoldo;1;3:40:00;4:20:00;3;;;18;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Encinas, Leopoldo;1;3:40:00;4:20:00;4;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Encinas, Leopoldo;1;3:40:00;4:20:00;5;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Encinas, Leopoldo;1;3:40:00;4:20:00;6;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Caamal, Jacobo;1;3:40:00;4:20:00;1;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Caamal, Jacobo;1;3:40:00;4:20:00;2;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Caamal, Jacobo;1;3:40:00;4:20:00;3;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Caamal, Jacobo;1;3:40:00;4:20:00;4;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Caamal, Jacobo;1;3:40:00;4:20:00;5;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;02/11/2013;Caamal, Jacobo;1;3:40:00;4:20:00;6;;;19;near_bottom;12;300;low;;25;transect;;30;2;2;;40;
La Bufadora;03/11/2013;Gonzalez, Marco Antonio;1;;;1;;;5;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Gonzalez, Marco Antonio;1;;;2;;;5;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Gonzalez, Marco Antonio;1;;;3;;;5;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Gonzalez, Marco Antonio;1;;;4;;;5;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Medina, Jaime;1;;;1;;;12;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Medina, Jaime;1;;;2;;;12;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Medina, Jaime;1;;;3;;;12;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Medina, Jaime;1;;;4;;;12;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Caamal, Jacobo;1;;;1;;;18;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Caamal, Jacobo;1;;;2;;;18;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Caamal, Jacobo;1;;;3;;;18;near_bottom;;330;;;;transect;;30;2;2;;0;
La Bufadora;03/11/2013;Caamal, Jacobo;1;;;4;;;18;near_bottom;;330;;;;transect;;30;2;2;;0;
