site;date;observer;dive;replicate;species;sex;maturity;size_type;abundance;size_observed
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Chama spp;;;abundance;3;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Pentaceraster cumingi;;;abundance;14;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Phataria unifascialis;;;abundance;2;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Toxopneustes roseus;;;abundance;1;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Isostichopus fuscus;;;abundance;1;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Hexaplex nigritus;;;abundance;1;
El Faro (ISPN);29/09/2011;Solano, Rosario;2;2;Chama spp;;;abundance;8;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;1;Pentaceraster cumingi;;;abundance;19;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;1;Pentaceraster cumingi;;;abundance;2;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;1;Pentaceraster cumingi;;;abundance;3;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;2;Pentaceraster cumingi;;;abundance;9;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;2;Phataria unifascialis;;;abundance;3;
El Faro (ISPN);29/09/2011;Garcia, Juan Gabriel;2;2;Pentaceraster cumingi;;;abundance;6;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Phataria unifascialis;;;abundance;12;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Gorgoniidae spp;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Tripneustes depressus;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Holothuroidea spp;;;abundance;3;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Chama spp;;;abundance;8;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Pentaceraster cumingi;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Phataria unifascialis;;;abundance;2;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Holothuroidea spp;;;abundance;3;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Muricanthus princeps;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Pinctada mazatlanica;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Chama spp;;;abundance;5;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Phataria unifascialis;;;abundance;3;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Gorgoniidae spp;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Eucidaris thouarsii;;;abundance;5;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Tripneustes depressus;;;abundance;5;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Holothuroidea spp;;;abundance;2;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;1;Chama spp;;;abundance;3;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Pentaceraster cumingi;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Phataria unifascialis;;;abundance;5;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Gorgoniidae spp;;;abundance;5;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Eucidaris thouarsii;;;abundance;7;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Tripneustes depressus;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Pinctada mazatlanica;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Chama spp;;;abundance;7;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Phataria unifascialis;;;abundance;12;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Gorgoniidae spp;;;abundance;2;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Eucidaris thouarsii;;;abundance;6;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Tripneustes depressus;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Chama spp;;;abundance;4;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Acanthaster ellisi;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Nidorellia armata;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Phataria unifascialis;;;abundance;18;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Gorgoniidae spp;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Eucidaris thouarsii;;;abundance;12;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Tripneustes depressus;;;abundance;5;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Centrostephanus coronatus;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Holothuroidea spp;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Pinctada mazatlanica;;;abundance;1;
El Faro (ISPN);29/09/2011;Torres, Daniel;2;2;Chama spp;;;abundance;6;
La Caverna;20/05/2011;Solano, Rosario;1;3;Serranus psittacinus;;;size;6;10
La Caverna;20/05/2011;Solano, Rosario;1;1;Stegastes rectifraenum;;;size;1;10
La Caverna;20/05/2011;Solano, Rosario;1;1;Holacanthus passer;;;size;3;25
La Caverna;20/05/2011;Solano, Rosario;1;1;Bodianus diplotaenia;;;size;1;10
La Caverna;20/05/2011;Solano, Rosario;1;1;Bodianus diplotaenia;;;size;3;15
La Caverna;20/05/2011;Solano, Rosario;1;1;Bodianus diplotaenia;;;size;1;25
La Caverna;20/05/2011;Solano, Rosario;1;1;Chromis atrilobata;;;size;102;5
La Caverna;20/05/2011;Solano, Rosario;1;1;Thalassoma lucasanum;;;size;3;10
La Caverna;20/05/2011;Solano, Rosario;1;1;Thalassoma lucasanum;;;size;2;5
La Caverna;20/05/2011;Solano, Rosario;1;1;Cephalopholis panamensis;;;size;1;20
La Caverna;20/05/2011;Solano, Rosario;1;1;Paranthias colonus;;;size;1;10
La Caverna;20/05/2011;Solano, Rosario;1;1;Lutjanus argentiventris;;;size;2;30
La Caverna;20/05/2011;Solano, Rosario;1;1;Pomacanthus zonipectus;;;size;2;35
La Caverna;20/05/2011;Solano, Rosario;2;1;Bodianus diplotaenia;;;size;1;15
La Caverna;20/05/2011;Solano, Rosario;2;1;Bodianus diplotaenia;;;size;2;20
La Caverna;20/05/2011;Solano, Rosario;2;1;Bodianus diplotaenia;;;size;1;35
La Caverna;20/05/2011;Solano, Rosario;2;1;Chromis atrilobata;;;size;50;5
La Caverna;20/05/2011;Solano, Rosario;2;1;Serranus psittacinus;;;size;1;5
La Caverna;20/05/2011;Solano, Rosario;2;2;Stegastes rectifraenum;;;size;2;5
La Caverna;20/05/2011;Solano, Rosario;2;2;Bodianus diplotaenia;;;size;1;5
La Caverna;20/05/2011;Solano, Rosario;2;2;Bodianus diplotaenia;;;size;1;15
La Caverna;20/05/2011;Solano, Rosario;2;2;Halichoeres dispilus;;;size;1;10
La Caverna;20/05/2011;Solano, Rosario;2;2;Paranthias colonus;;;size;1;10
La Caverna;20/05/2011;Solano, Rosario;2;2;Paranthias colonus;;;size;5;35
La Caverna;20/05/2011;Solano, Rosario;2;2;Urobatis concentricus;;;size;1;20
La Caverna;20/05/2011;Solano, Rosario;2;2;Serranus psittacinus;;;size;1;10
La Caverna;20/05/2011;Delgado, Samuel;1;1;Stegastes rectifraenum;;;size;3;5
La Caverna;20/05/2011;Delgado, Samuel;2;1;Holacanthus passer;male;;size;1;20
La Caverna;20/05/2011;Delgado, Samuel;2;1;Bodianus diplotaenia;;;size;3;15
La Caverna;20/05/2011;Delgado, Samuel;2;1;Bodianus diplotaenia;;;size;15;5
La Caverna;20/05/2011;Delgado, Samuel;2;1;Chromis atrilobata;;;size;14;5
La Caverna;20/05/2011;Delgado, Samuel;2;1;Halichoeres dispilus;female;;size;13;8
La Caverna;20/05/2011;Delgado, Samuel;2;1;Serranus psittacinus;;;size;3;10
La Caverna;20/05/2011;Delgado, Samuel;2;1;Paranthias colonus;;;size;12;15
La Caverna;20/05/2011;Encinas, Leopoldo;1;1;Bodianus diplotaenia;female;;size;1;30
La Caverna;20/05/2011;Encinas, Leopoldo;2;1;Cirrhitichthys oxycephalus;;;size;2;6
La Caverna;20/05/2011;Encinas, Leopoldo;2;1;Bodianus diplotaenia;female;;size;1;8
La Caverna;20/05/2011;Encinas, Leopoldo;2;1;Haemulon sexfasciatum;;;size;1;25
La Caverna;20/05/2011;Encinas, Leopoldo;2;1;Halichoeres dispilus;;;size;2;6
La Caverna;20/05/2011;Encinas, Leopoldo;2;1;Serranus psittacinus;;;size;1;6
La Caverna;20/05/2011;Encinas, Leopoldo;2;1;Serranus psittacinus;;;size;3;10
La Caverna;20/05/2011;Encinas, Leopoldo;2;2;Serranus psittacinus;;;size;3;8
La Caverna;20/05/2011;Encinas, Leopoldo;2;2;Bodianus diplotaenia;female;;size;3;10
La Caverna;20/05/2011;Encinas, Leopoldo;2;2;Thalassoma lucasanum;;;size;4;6
La Caverna;20/05/2011;Encinas, Leopoldo;2;2;Mycteroperca rosacea;;;size;1;40
La Caverna;20/05/2011;Encinas, Leopoldo;2;2;Paranthias colonus;;juvenile;size;2;5
La Caverna;20/05/2011;Encinas, Leopoldo;2;3;Serranus psittacinus;;;size;9;8
La Caverna;20/05/2011;Encinas, Leopoldo;2;3;Stegastes rectifraenum;;;size;5;4
La Caverna;20/05/2011;Encinas, Leopoldo;2;3;Bodianus diplotaenia;;;size;8;6
La Caverna;20/05/2011;Encinas, Leopoldo;2;3;Halichoeres chierchiae;;;size;1;10
La Caverna;20/05/2011;Encinas, Leopoldo;2;3;Paranthias colonus;;juvenile;size;16;6
La Caverna;20/05/2011;Encinas, Leopoldo;2;3;Cirrhitichthys oxycephalus;;;size;4;4
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Stegastes rectifraenum;;;size;15;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Holacanthus passer;;;size;4;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Holacanthus passer;;;size;3;15
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Bodianus diplotaenia;;;size;1;15
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Bodianus diplotaenia;;;size;3;10
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Bodianus diplotaenia;;;size;2;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Chromis atrilobata;;;size;53;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Thalassoma lucasanum;;;size;8;8
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Thalassoma lucasanum;;;size;6;6
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Thalassoma lucasanum;;;size;3;10
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Girella simplicidens;;;size;1;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Girella simplicidens;;;size;3;25
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Paranthias colonus;;;size;3;10
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Paranthias colonus;;;size;1;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;1;Serranus psittacinus;;;size;1;10
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Stegastes rectifraenum;;;size;10;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Holacanthus passer;;;size;1;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Bodianus diplotaenia;;;size;8;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Thalassoma lucasanum;;;size;12;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Gymnothorax castaneus;;;size;1;60
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Girella simplicidens;;;size;3;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Ophioblennius steindachneri;;;size;1;8
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Paranthias colonus;;;size;2;6
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Stegastes rectifraenum;;;size;11;3
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Stegastes rectifraenum;;;size;13;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Holacanthus passer;;;size;8;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Holacanthus passer;;;size;3;15
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Bodianus diplotaenia;;;size;3;10
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Bodianus diplotaenia;;;size;6;15
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;2;Chromis atrilobata;;;size;14;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Haemulon sexfasciatum;;;size;4;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Thalassoma lucasanum;;;size;5;6
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Abudefduf troscheli;;;size;6;15
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Mycteroperca rosacea;;;size;1;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Paranthias colonus;;;size;2;5
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Girella simplicidens;;;size;5;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Girella simplicidens;;;size;3;25
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;1;3;Microspathodon dorsalis;;;size;6;20
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;2;2;Abudefduf troscheli;;;size;1;12
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;2;3;Thalassoma lucasanum;;;size;2;10
La Caverna;20/05/2011;Pelayo Camacho, Flaviano;2;3;Thalassoma lucasanum;;;size;6;12
La Caverna;20/05/2011;Becerra, Ulises;1;1;Stegastes rectifraenum;;;size;6;5
La Caverna;20/05/2011;Becerra, Ulises;1;1;Stegastes rectifraenum;;;size;5;10
La Caverna;20/05/2011;Becerra, Ulises;1;1;Holacanthus passer;;;size;2;20
La Caverna;20/05/2011;Becerra, Ulises;1;1;Bodianus diplotaenia;;;size;5;20
La Caverna;20/05/2011;Becerra, Ulises;1;1;Bodianus diplotaenia;;;size;8;10
La Caverna;20/05/2011;Becerra, Ulises;1;1;Chromis atrilobata;;;size;35;5
La Caverna;20/05/2011;Becerra, Ulises;1;1;Halichoeres dispilus;;;size;3;5
La Caverna;20/05/2011;Becerra, Ulises;1;1;Thalassoma lucasanum;;;size;7;5
La Caverna;20/05/2011;Becerra, Ulises;1;1;Mycteroperca rosacea;;;size;1;10
La Caverna;20/05/2011;Becerra, Ulises;1;1;Haemulon sexfasciatum;;;size;1;20
La Caverna;20/05/2011;Becerra, Ulises;1;1;Prionurus punctatus;;;size;5;30
La Caverna;20/05/2011;Becerra, Ulises;1;1;Pareques fuscovittatus;;;size;2;10
La Caverna;20/05/2011;Becerra, Ulises;1;1;Pareques fuscovittatus;;;size;2;15
La Caverna;20/05/2011;Becerra, Ulises;1;1;Cephalopholis panamensis;;;size;2;20
La Caverna;20/05/2011;Becerra, Ulises;1;1;Cephalopholis panamensis;;;size;3;15
La Caverna;20/05/2011;Becerra, Ulises;1;1;Johnrandalia nigrirostris;;;size;2;10
La Caverna;20/05/2011;Becerra, Ulises;1;1;Apogon retrosella;;;size;3;5
La Caverna;20/05/2011;Becerra, Ulises;1;1;Diodon holocanthus;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;1;2;Stegastes rectifraenum;;;size;5;5
La Caverna;20/05/2011;Becerra, Ulises;1;2;Stegastes rectifraenum;;;size;4;10
La Caverna;20/05/2011;Becerra, Ulises;1;2;Holacanthus passer;;;size;4;20
La Caverna;20/05/2011;Becerra, Ulises;1;2;Holacanthus passer;;;size;1;15
La Caverna;20/05/2011;Becerra, Ulises;1;2;Holacanthus passer;;;size;3;30
La Caverna;20/05/2011;Becerra, Ulises;1;2;Bodianus diplotaenia;;;size;3;10
La Caverna;20/05/2011;Becerra, Ulises;1;2;Bodianus diplotaenia;;;size;2;15
La Caverna;20/05/2011;Becerra, Ulises;1;2;Chromis atrilobata;;;size;25;5
La Caverna;20/05/2011;Becerra, Ulises;1;2;Urobatis concentricus;;;size;1;25
La Caverna;20/05/2011;Becerra, Ulises;1;2;Paranthias colonus;;;size;2;25
La Caverna;20/05/2011;Becerra, Ulises;1;2;Serranus psittacinus;;;size;2;5
La Caverna;20/05/2011;Becerra, Ulises;1;2;Apogon retrosella;;;size;3;5
La Caverna;20/05/2011;Becerra, Ulises;1;2;Diplobatis ommata;;;size;1;15
La Caverna;20/05/2011;Becerra, Ulises;1;2;Lutjanus argentiventris;;;size;2;20
La Caverna;20/05/2011;Becerra, Ulises;1;2;Johnrandalia nigrirostris;;;size;6;10
La Caverna;20/05/2011;Becerra, Ulises;1;2;Pomacanthus zonipectus;;;size;5;20
La Caverna;20/05/2011;Becerra, Ulises;1;2;Pareques fuscovittatus;;;size;4;15
La Caverna;20/05/2011;Becerra, Ulises;2;1;Stegastes rectifraenum;;;size;6;5
La Caverna;20/05/2011;Becerra, Ulises;2;1;Holacanthus passer;;;size;6;20
La Caverna;20/05/2011;Becerra, Ulises;2;1;Holacanthus passer;;;size;3;15
La Caverna;20/05/2011;Becerra, Ulises;2;1;Bodianus diplotaenia;;;size;4;10
La Caverna;20/05/2011;Becerra, Ulises;2;1;Bodianus diplotaenia;;;size;3;20
La Caverna;20/05/2011;Becerra, Ulises;2;1;Bodianus diplotaenia;;;size;2;30
La Caverna;20/05/2011;Becerra, Ulises;2;1;Chromis atrilobata;;;size;25;5
La Caverna;20/05/2011;Becerra, Ulises;2;1;Halichoeres dispilus;;;size;3;5
La Caverna;20/05/2011;Becerra, Ulises;2;1;Thalassoma lucasanum;;;size;5;5
La Caverna;20/05/2011;Becerra, Ulises;2;1;Paranthias colonus;;;size;7;5
La Caverna;20/05/2011;Becerra, Ulises;2;1;Urobatis concentricus;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;2;1;Cephalopholis panamensis;;;size;2;30
La Caverna;20/05/2011;Becerra, Ulises;2;1;Cirrhitichthys oxycephalus;;;size;1;5
La Caverna;20/05/2011;Becerra, Ulises;2;2;Holacanthus passer;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;2;2;Holacanthus passer;;;size;1;20
La Caverna;20/05/2011;Becerra, Ulises;2;2;Holacanthus passer;;;size;1;10
La Caverna;20/05/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;3;10
La Caverna;20/05/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;4;20
La Caverna;20/05/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;4;5
La Caverna;20/05/2011;Becerra, Ulises;2;2;Chromis atrilobata;;;size;10;5
La Caverna;20/05/2011;Becerra, Ulises;2;2;Chaetodon humeralis;;;size;2;10
La Caverna;20/05/2011;Becerra, Ulises;2;2;Urobatis concentricus;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;2;2;Haemulon sexfasciatum;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;2;2;Paranthias colonus;;;size;4;5
La Caverna;20/05/2011;Becerra, Ulises;2;2;Paranthias colonus;;;size;2;10
La Caverna;20/05/2011;Becerra, Ulises;2;2;Paranthias colonus;;;size;1;30
La Caverna;20/05/2011;Becerra, Ulises;2;2;Cirrhitichthys oxycephalus;;;size;1;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Stegastes rectifraenum;;;size;9;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Holacanthus passer;;;size;2;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Chromis atrilobata;;;size;10;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Halichoeres dispilus;;;size;7;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Thalassoma lucasanum;;;size;14;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Serranus psittacinus;;;size;7;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Paranthias colonus;;;size;5;8
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Halichoeres notospilus;;;size;1;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;1;Urobatis concentricus;;;size;2;20
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Stegastes rectifraenum;;;size;5;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Holacanthus passer;;;size;3;25
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Holacanthus passer;;;size;2;20
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Bodianus diplotaenia;;;size;5;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Chromis atrilobata;;;size;16;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Thalassoma lucasanum;;;size;15;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Thalassoma lucasanum;;;size;3;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Abudefduf troscheli;;;size;3;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Girella simplicidens;;;size;2;20
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Cirrhitus rivulatus;;;size;1;25
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Prionurus punctatus;;;size;3;25
La Caverna;20/05/2011;Torres, Jose Cruz;1;2;Ophioblennius steindachneri;;;size;1;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Stegastes rectifraenum;;;size;1;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Holacanthus passer;;;size;21;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Bodianus diplotaenia;;;size;2;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Halichoeres dispilus;;;size;3;5
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Halichoeres dispilus;;;size;5;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Abudefduf troscheli;;;size;19;10
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Paranthias colonus;;;size;5;20
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Johnrandalia nigrirostris;;;size;2;15
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Prionurus punctatus;;;size;6;25
La Caverna;20/05/2011;Torres, Jose Cruz;1;3;Microspathodon dorsalis;;;size;1;15
La Caverna;20/05/2011;Torres, Jose Cruz;2;1;Chromis atrilobata;;;size;15;5
La Caverna;20/05/2011;Torres, Jose Cruz;2;3;Holacanthus passer;;;size;2;15
La Caverna;20/05/2011;Torres, Jose Cruz;2;3;Abudefduf troscheli;;;size;3;15
La Caverna;20/05/2011;Torres, Jose Cruz;2;3;Prionurus punctatus;;;size;6;20
La Caverna;20/05/2011;Torres, Daniel;1;1;Thalassoma lucasanum;;;size;10;5
La Caverna;20/05/2011;Torres, Daniel;1;1;Prionurus punctatus;;;size;8;25
La Caverna;20/05/2011;Torres, Daniel;1;1;Paranthias colonus;;;size;3;30
La Caverna;20/05/2011;Torres, Daniel;1;2;Holacanthus passer;;;size;9;25
La Caverna;20/05/2011;Torres, Daniel;1;2;Pomacanthus zonipectus;;;size;3;20
La Caverna;20/05/2011;Torres, Daniel;2;1;Pomacanthus zonipectus;;;size;1;35
La Caverna;20/05/2011;Torres, Daniel;2;1;Paranthias colonus;;;size;3;30
La Caverna;20/05/2011;Torres, Daniel;2;2;Holacanthus passer;;;size;1;25
La Caverna;20/05/2011;Torres, Daniel;2;2;Paranthias colonus;;;size;5;30
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;1;Abudefduf troscheli;;;size;10;12
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;1;Paranthias colonus;;;size;2;15
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Diodon holocanthus;;;size;1;20
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Paranthias colonus;;;size;5;15
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Bodianus diplotaenia;female;;size;3;6
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Bodianus diplotaenia;female;;size;1;10
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Chromis atrilobata;;;size;4;6
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Thalassoma lucasanum;female;;size;10;3
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Thalassoma lucasanum;female;;size;13;4
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Thalassoma lucasanum;female;;size;6;5
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Abudefduf troscheli;;;size;5;10
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Cirrhitus rivulatus;;;size;1;12
La Caverna;20/05/2011;Garcia, Juan Gabriel;1;3;Ophioblennius steindachneri;;;size;1;6
La Caverna;20/05/2011;Rojo, Mario;1;1;Stegastes rectifraenum;;juvenile;size;15;5
La Caverna;20/05/2011;Rojo, Mario;1;1;Stegastes rectifraenum;;;size;9;10
La Caverna;20/05/2011;Rojo, Mario;1;1;Stegastes rectifraenum;;;size;1;15
La Caverna;20/05/2011;Rojo, Mario;1;1;Holacanthus passer;female;;size;1;10
La Caverna;20/05/2011;Rojo, Mario;1;1;Bodianus diplotaenia;female;;size;10;10
La Caverna;20/05/2011;Rojo, Mario;1;1;Bodianus diplotaenia;female;;size;2;20
La Caverna;20/05/2011;Rojo, Mario;1;1;Bodianus diplotaenia;female;;size;1;30
La Caverna;20/05/2011;Rojo, Mario;1;1;Bodianus diplotaenia;female;;size;9;5
La Caverna;20/05/2011;Rojo, Mario;1;1;Chromis atrilobata;;;size;15;5
La Caverna;20/05/2011;Rojo, Mario;1;1;Halichoeres dispilus;;;size;1;10
La Caverna;20/05/2011;Rojo, Mario;1;1;Cephalopholis panamensis;;;size;1;15
La Caverna;20/05/2011;Rojo, Mario;1;1;Paranthias colonus;;;size;5;10
La Caverna;20/05/2011;Rojo, Mario;1;1;Serranus psittacinus;;;size;2;10
La Caverna;20/05/2011;Rojo, Mario;1;2;Holacanthus passer;male;;size;1;20
La Caverna;20/05/2011;Rojo, Mario;1;2;Holacanthus passer;female;;size;1;20
La Caverna;20/05/2011;Rojo, Mario;1;2;Bodianus diplotaenia;female;;size;4;5
La Caverna;20/05/2011;Rojo, Mario;1;2;Bodianus diplotaenia;female;;size;3;10
La Caverna;20/05/2011;Rojo, Mario;1;2;Thalassoma lucasanum;;;size;35;10
La Caverna;20/05/2011;Rojo, Mario;1;2;Thalassoma lucasanum;;;size;4;5
La Caverna;20/05/2011;Rojo, Mario;1;2;Cirrhitichthys oxycephalus;;;size;1;5
La Caverna;20/05/2011;Rojo, Mario;1;2;Paranthias colonus;;;size;9;10
La Caverna;20/05/2011;Rojo, Mario;1;2;Paranthias colonus;;juvenile;size;2;5
La Caverna;20/05/2011;Rojo, Mario;1;2;Abudefduf troscheli;;;size;3;20
La Caverna;20/05/2011;Rojo, Mario;1;3;Stegastes rectifraenum;;;size;1;5
La Caverna;20/05/2011;Rojo, Mario;1;3;Holacanthus passer;;;size;1;20
La Caverna;20/05/2011;Rojo, Mario;1;3;Bodianus diplotaenia;female;;size;2;10
