site;date;observer;dive;replicate;species;sex;maturity;size_type;abundance;size_observed
El Resumidero;02/11/2013;Talamantes, Claudia;1;1;Chromis atrilobata;NA;NA;size;180;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;1;Chromis atrilobata;NA;NA;size;150;50
El Resumidero;02/11/2013;Talamantes, Claudia;1;1;Cirrhitichthys oxycephalus;NA;NA;size;1;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;1;Cirrhitichthys oxycephalus;NA;NA;size;1;5
El Resumidero;02/11/2013;Talamantes, Claudia;1;4;Holacanthus passer;NA;NA;size;1;20
El Resumidero;02/11/2013;Talamantes, Claudia;1;4;Chromis atrilobata;NA;NA;size;250;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;4;Thalassoma lucasanum;NA;NA;size;60;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;5;Holacanthus passer;NA;NA;size;2;20
El Resumidero;02/11/2013;Talamantes, Claudia;1;5;Bodianus diplotaenia;NA;NA;size;21;5
El Resumidero;02/11/2013;Talamantes, Claudia;1;5;Chromis atrilobata;NA;NA;size;90;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;5;Thalassoma lucasanum;NA;NA;size;10;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;6;Chromis atrilobata;NA;NA;size;150;10
El Resumidero;02/11/2013;Talamantes, Claudia;1;6;Thalassoma lucasanum;NA;NA;size;10;10
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Stegastes rectifraenum;NA;NA;size;3;8
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Stegastes rectifraenum;NA;NA;size;4;9
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Holacanthus passer;NA;NA;size;1;3
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Holacanthus passer;NA;NA;size;3;20
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Bodianus diplotaenia;NA;NA;size;50;3
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Bodianus diplotaenia;NA;NA;size;10;15
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Bodianus diplotaenia;NA;NA;size;10;3
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Chromis atrilobata;NA;NA;size;100;5
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Chromis atrilobata;NA;NA;size;30;5
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Thalassoma lucasanum;NA;NA;size;100;3
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Thalassoma lucasanum;NA;NA;size;20;8
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Thalassoma lucasanum;NA;NA;size;10;10
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Thalassoma lucasanum;NA;NA;size;30;8
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Thalassoma lucasanum;NA;NA;size;50;5
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Paranthias colonus;NA;NA;size;5;3
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Paranthias colonus;NA;NA;size;10;15
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Abudefduf troscheli;NA;NA;size;5;10
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Ophioblennius steindachneri;NA;NA;size;5;7
El Resumidero;02/11/2013;Cazares, Camilo;1;1;Kyphosus analogus;NA;NA;size;6;20
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Stegastes rectifraenum;NA;NA;size;10;3
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Stegastes rectifraenum;NA;NA;size;1;5
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Holacanthus passer;NA;NA;size;1;30
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Bodianus diplotaenia;NA;NA;size;30;3
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Thalassoma lucasanum;NA;NA;size;3;40
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Thalassoma lucasanum;NA;NA;size;3;30
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Thalassoma lucasanum;NA;NA;size;3;50
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Thalassoma lucasanum;NA;NA;size;10;10
El Resumidero;02/11/2013;Cazares, Camilo;1;2;Abudefduf troscheli;NA;NA;size;20;5
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Serranus psittacinus;NA;NA;size;6;10
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Cephalopholis panamensis;NA;NA;size;1;15
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Stegastes rectifraenum;NA;NA;size;8;10
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Stegastes rectifraenum;NA;NA;size;8;7
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Stegastes rectifraenum;NA;NA;size;10;8
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Stegastes rectifraenum;NA;NA;size;14;8
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Holacanthus passer;NA;NA;size;1;25
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Holacanthus passer;NA;NA;size;1;20
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Holacanthus passer;NA;NA;size;2;15
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Bodianus diplotaenia;NA;NA;size;8;15
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Bodianus diplotaenia;NA;NA;size;15;20
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Chromis atrilobata;NA;NA;size;140;5
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Thalassoma lucasanum;NA;NA;size;30;7
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Thalassoma lucasanum;male;NA;size;1;10
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Thalassoma lucasanum;NA;NA;size;3;50
El Resumidero;02/11/2013;Cazares, Camilo;1;4;Mycteroperca rosacea;NA;NA;size;1;10
El Resumidero;02/11/2013;Cazares, Camilo;1;5;Holacanthus passer;NA;NA;size;1;10
El Resumidero;02/11/2013;Cazares, Camilo;1;5;Bodianus diplotaenia;NA;NA;size;1;15
El Resumidero;02/11/2013;Cazares, Camilo;1;5;Chromis atrilobata;NA;NA;size;30;7
El Resumidero;02/11/2013;Cazares, Camilo;1;5;Thalassoma lucasanum;NA;NA;size;100;10
El Resumidero;02/11/2013;Cazares, Camilo;1;5;Thalassoma lucasanum;NA;NA;size;130;7
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Stegastes rectifraenum;NA;NA;size;5;10
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Stegastes rectifraenum;NA;NA;size;20;8
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Holacanthus passer;NA;NA;size;2;30
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Holacanthus passer;NA;NA;size;6;20
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Bodianus diplotaenia;NA;NA;size;1;30
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Bodianus diplotaenia;NA;NA;size;1;15
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Bodianus diplotaenia;NA;NA;size;20;20
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Chromis atrilobata;NA;NA;size;30;10
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Chromis atrilobata;NA;NA;size;55;5
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Thalassoma lucasanum;NA;NA;size;70;5
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Thalassoma lucasanum;NA;NA;size;15;10
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Thalassoma lucasanum;NA;NA;size;110;8
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Mycteroperca rosacea;NA;NA;size;1;10
El Resumidero;02/11/2013;Cazares, Camilo;1;6;Paranthias colonus;NA;NA;size;10;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Paranthias colonus;NA;NA;size;30;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Paranthias colonus;NA;NA;size;15;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Stegastes rectifraenum;NA;NA;size;18;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Holacanthus passer;NA;NA;size;2;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Holacanthus passer;NA;NA;size;4;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Holacanthus passer;NA;NA;size;8;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Holacanthus passer;NA;NA;size;4;30
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Bodianus diplotaenia;NA;NA;size;3;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Chromis atrilobata;NA;NA;size;150;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Halichoeres dispilus;NA;NA;size;9;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Thalassoma lucasanum;NA;NA;size;22;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Abudefduf troscheli;NA;NA;size;90;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Mycteroperca rosacea;NA;NA;size;3;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Mycteroperca rosacea;NA;NA;size;4;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Mycteroperca rosacea;NA;NA;size;4;40
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Johnrandalia nigrirostris;NA;NA;size;1;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;1;Halichoeres nicholsi;NA;NA;size;4;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Paranthias colonus;NA;NA;size;4;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Paranthias colonus;NA;NA;size;10;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Girella simplicidens;NA;NA;size;8;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Stegastes rectifraenum;NA;NA;size;13;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Holacanthus passer;NA;NA;size;3;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Holacanthus passer;NA;NA;size;2;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Holacanthus passer;NA;NA;size;1;30
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Bodianus diplotaenia;NA;NA;size;3;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Bodianus diplotaenia;NA;NA;size;1;30
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Halichoeres dispilus;NA;NA;size;5;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Thalassoma lucasanum;NA;NA;size;37;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Abudefduf troscheli;NA;NA;size;49;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Mycteroperca rosacea;NA;NA;size;1;30
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Mycteroperca rosacea;NA;NA;size;1;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Mycteroperca rosacea;NA;NA;size;1;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;2;Balistes polylepis;NA;NA;size;1;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Paranthias colonus;NA;NA;size;9;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Paranthias colonus;NA;NA;size;17;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Stegastes rectifraenum;NA;NA;size;48;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Bodianus diplotaenia;NA;NA;size;5;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Chromis atrilobata;NA;NA;size;135;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Halichoeres dispilus;NA;NA;size;11;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Thalassoma lucasanum;NA;NA;size;5;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Abudefduf troscheli;NA;NA;size;37;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Mycteroperca rosacea;NA;NA;size;1;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;3;Mycteroperca rosacea;NA;NA;size;1;30
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Girella simplicidens;NA;NA;size;8;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Stegastes rectifraenum;NA;NA;size;25;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Holacanthus passer;NA;NA;size;3;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Holacanthus passer;NA;NA;size;1;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Bodianus diplotaenia;NA;NA;size;5;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Chromis atrilobata;NA;NA;size;90;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Halichoeres dispilus;NA;NA;size;3;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Thalassoma lucasanum;NA;NA;size;11;8
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Abudefduf troscheli;NA;NA;size;25;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;4;Mycteroperca rosacea;NA;NA;size;1;15
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Chromis limbaughi;NA;NA;size;5;3
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Diodon holocanthus;NA;NA;size;1;30
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Girella simplicidens;NA;NA;size;20;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Stegastes rectifraenum;NA;NA;size;20;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Holacanthus passer;NA;NA;size;5;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Bodianus diplotaenia;NA;NA;size;9;10
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Chromis atrilobata;NA;NA;size;320;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Thalassoma lucasanum;NA;NA;size;17;8
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Thalassoma lucasanum;NA;NA;size;26;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Abudefduf troscheli;NA;NA;size;56;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Paranthias colonus;NA;NA;size;30;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;5;Paranthias colonus;NA;NA;size;15;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Paranthias colonus;NA;NA;size;15;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Paranthias colonus;NA;NA;size;40;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Holacanthus passer;NA;NA;size;4;20
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Holacanthus passer;NA;NA;size;8;25
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Chromis atrilobata;NA;NA;size;80;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Thalassoma lucasanum;NA;NA;size;11;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Abudefduf troscheli;NA;NA;size;55;5
El Resumidero;02/11/2013;Lopez, Juan Gabriel;1;6;Mycteroperca rosacea;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Stegastes rectifraenum;NA;NA;size;17;10
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Stegastes rectifraenum;NA;NA;size;24;5
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Holacanthus passer;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Holacanthus passer;NA;NA;size;1;20
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Chromis atrilobata;NA;NA;size;50;5
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Thalassoma lucasanum;NA;NA;size;10;5
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Halichoeres notospilus;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Epinephelus labriformis;NA;NA;size;1;15
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Paranthias colonus;NA;NA;size;15;30
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Paranthias colonus;NA;NA;size;5;20
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Halichoeres dispilus;NA;NA;size;10;5
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Cephalopholis panamensis;NA;NA;size;5;35
El Resumidero;02/11/2013;Becerra, Ulises;1;1;Cirrhitichthys oxycephalus;NA;NA;size;4;5
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Stegastes rectifraenum;NA;NA;size;14;10
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Holacanthus passer;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Holacanthus passer;NA;NA;size;1;15
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Chromis atrilobata;NA;NA;size;60;5
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Abudefduf troscheli;NA;NA;size;15;5
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Abudefduf troscheli;NA;NA;size;17;20
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Mycteroperca rosacea;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Mycteroperca rosacea;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Cirrhitichthys oxycephalus;NA;NA;size;4;5
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Cephalopholis panamensis;NA;NA;size;1;15
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Cephalopholis panamensis;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Cephalopholis panamensis;NA;NA;size;1;40
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Paranthias colonus;NA;NA;size;20;35
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Chaetodon humeralis;NA;NA;size;2;20
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Gymnothorax dovii;NA;NA;size;1;
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Apogon retrosella;NA;NA;size;2;10
El Resumidero;02/11/2013;Becerra, Ulises;1;2;Paranthias colonus;NA;NA;size;10;5
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Stegastes rectifraenum;NA;NA;size;22;5
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Stegastes rectifraenum;NA;NA;size;20;10
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Holacanthus passer;NA;NA;size;1;20
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Bodianus diplotaenia;NA;NA;size;8;10
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Bodianus diplotaenia;NA;NA;size;4;20
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Chromis atrilobata;NA;NA;size;85;5
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Thalassoma lucasanum;NA;NA;size;10;5
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Abudefduf troscheli;NA;NA;size;16;20
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Cephalopholis panamensis;NA;NA;size;1;20
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Chromis limbaughi;NA;NA;size;10;5
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Paranthias colonus;NA;NA;size;26;30
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Cirrhitichthys oxycephalus;NA;NA;size;3;5
El Resumidero;02/11/2013;Becerra, Ulises;1;3;Halichoeres dispilus;NA;NA;size;12;5
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Stegastes rectifraenum;NA;NA;size;24;10
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Stegastes rectifraenum;NA;NA;size;26;5
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Holacanthus passer;NA;NA;size;6;20
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Holacanthus passer;NA;NA;size;2;10
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Bodianus diplotaenia;NA;NA;size;11;10
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Bodianus diplotaenia;NA;NA;size;7;5
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Chromis atrilobata;NA;NA;size;110;5
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Abudefduf troscheli;NA;NA;size;10;10
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Cephalopholis panamensis;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Cephalopholis panamensis;NA;NA;size;2;20
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Paranthias colonus;NA;NA;size;11;5
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Mycteroperca rosacea;NA;NA;size;1;15
El Resumidero;02/11/2013;Becerra, Ulises;1;4;Cirrhitichthys oxycephalus;NA;NA;size;4;5
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Stegastes rectifraenum;NA;NA;size;13;5
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Stegastes rectifraenum;NA;NA;size;7;10
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Holacanthus passer;NA;NA;size;2;20
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Holacanthus passer;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Bodianus diplotaenia;NA;NA;size;5;10
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Bodianus diplotaenia;NA;NA;size;2;20
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Bodianus diplotaenia;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Chromis atrilobata;NA;NA;size;90;5
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Thalassoma lucasanum;NA;NA;size;2;10
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Thalassoma lucasanum;NA;NA;size;15;5
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Abudefduf troscheli;NA;NA;size;2;10
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Abudefduf troscheli;NA;NA;size;2;20
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Mycteroperca rosacea;NA;NA;size;2;40
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Mycteroperca rosacea;NA;NA;size;1;35
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Halichoeres dispilus;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Paranthias colonus;NA;NA;size;5;10
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Paranthias colonus;NA;NA;size;2;30
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Johnrandalia nigrirostris;NA;NA;size;2;15
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Haemulon sexfasciatum;NA;NA;size;1;15
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Chaetodon humeralis;NA;NA;size;2;15
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Cephalopholis panamensis;NA;NA;size;4;30
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Cephalopholis panamensis;NA;NA;size;1;40
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Epinephelus labriformis;NA;NA;size;1;35
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Gymnothorax castaneus;NA;NA;size;1;
El Resumidero;02/11/2013;Becerra, Ulises;1;5;Cirrhitichthys oxycephalus;NA;NA;size;3;5
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Stegastes rectifraenum;NA;NA;size;20;5
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Stegastes rectifraenum;NA;NA;size;10;10
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Holacanthus passer;NA;NA;size;1;20
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Holacanthus passer;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Bodianus diplotaenia;NA;NA;size;6;10
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Bodianus diplotaenia;NA;NA;size;10;5
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Chromis atrilobata;NA;NA;size;30;5
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Thalassoma lucasanum;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Thalassoma lucasanum;NA;NA;size;5;10
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Halichoeres dispilus;NA;NA;size;4;5
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Scorpaena mystes;NA;NA;size;1;30
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Nicholsina denticulata;NA;NA;size;1;25
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Balistes polylepis;NA;NA;size;4;20
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Serranus psittacinus;NA;NA;size;4;5
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Halichoeres chierchiae;NA;NA;size;1;10
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Cephalopholis panamensis;NA;NA;size;1;20
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Alphestes immaculatus;NA;NA;size;1;15
El Resumidero;02/11/2013;Becerra, Ulises;1;6;Cirrhitichthys oxycephalus;NA;NA;size;7;5
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Stegastes rectifraenum;NA;NA;size;10;10
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Stegastes rectifraenum;NA;NA;size;12;5
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Holacanthus passer;NA;NA;size;6;20
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Bodianus diplotaenia;NA;NA;size;20;5
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Mycteroperca rosacea;NA;NA;size;1;20
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Mycteroperca rosacea;NA;NA;size;4;20
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Cephalopholis panamensis;NA;NA;size;1;30
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;1;Cephalopholis panamensis;NA;NA;size;1;20
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Stegastes rectifraenum;NA;NA;size;30;5
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Bodianus diplotaenia;NA;NA;size;20;5
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Chromis atrilobata;NA;NA;size;100;5
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Mycteroperca rosacea;NA;NA;size;1;15
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Mycteroperca rosacea;NA;NA;size;2;20
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Mycteroperca rosacea;NA;NA;size;1;10
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Halichoeres dispilus;NA;NA;size;1;10
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Chaetodon humeralis;NA;NA;size;2;15
El Resumidero;02/11/2013;Gonzalez, Marco Antonio;1;2;Cephalopholis panamensis;NA;NA;size;4;30
